"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","customer_id-2","customer_name","segment","age","country","city","state","postal_code","region","product_id-2","category","sub_category","product_name"
8694,"CA-2016-118311","2016-10-24","2016-10-28","Standard Class","ED-13885","TEC-AC-10000892","450",5,"0","162","ED-13885","Emily Ducich","Home Office",28,"United States","San Diego","California","92037","West","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router"
8695,"US-2014-112795","2014-08-23","2014-08-28","Second Class","CR-12625","OFF-PA-10001934","19.44",3,"0","9.5256","CR-12625","Corey Roper","Home Office",46,"United States","Lakewood","New Jersey","8701","East","OFF-PA-10001934","Office Supplies","Paper","Xerox 1993"
8696,"CA-2017-127096","2017-09-15","2017-09-17","Second Class","CS-12400","FUR-TA-10003473","300.904",1,"0.2","11.2839","CS-12400","Christopher Schild","Home Office",33,"United States","Chicago","Illinois","60623","Central","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops"
8697,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","TEC-PH-10001051","239.976",3,"0.2","26.9973","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","TEC-PH-10001051","Technology","Phones","HTC One"
8698,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","FUR-FU-10004351","31.168",4,"0.2","9.3504","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings"
8699,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","FUR-TA-10004152","120.96",2,"0.4","-28.224","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","FUR-TA-10004152","Furniture","Tables","Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf"
8700,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","TEC-PH-10000560","2239.936",8,"0.2","223.9936","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","TEC-PH-10000560","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)"
8701,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","OFF-AP-10004249","76.608",8,"0.2","6.7032","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","OFF-AP-10004249","Office Supplies","Appliances","Staple holder"
8702,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","OFF-ST-10001490","142.776",1,"0.2","17.847","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket  Floor Stand"
8703,"CA-2017-119284","2017-06-15","2017-06-20","Standard Class","TS-21205","OFF-PA-10000312","91.36",5,"0.2","29.692","TS-21205","Thomas Seio","Corporate",21,"United States","Hackensack","New Jersey","7601","East","OFF-PA-10000312","Office Supplies","Paper","Xerox 1955"
8704,"CA-2015-133494","2015-03-01","2015-03-05","Standard Class","RP-19390","OFF-AP-10002906","3.552",2,"0.2","0.444","RP-19390","Resi Polking","Consumer",44,"United States","Cleveland","Ohio","44105","East","OFF-AP-10002906","Office Supplies","Appliances","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum"
8705,"CA-2016-111318","2016-07-23","2016-07-26","First Class","IL-15100","TEC-PH-10004100","115.136",8,"0.2","11.5136","IL-15100","Ivan Liston","Consumer",53,"United States","San Francisco","California","94122","West","TEC-PH-10004100","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable"
8706,"US-2014-132745","2014-10-01","2014-10-05","Standard Class","NF-18475","OFF-FA-10000254","4.71",1,"0","0","NF-18475","Neil Franzosisch","Home Office",55,"United States","Rockford","Illinois","61107","Central","OFF-FA-10000254","Office Supplies","Fasteners","Sterling Rubber Bands by Alliance"
8707,"CA-2014-146815","2014-09-08","2014-09-13","Standard Class","PP-18955","FUR-CH-10004289","172.764",2,"0.1","13.4372","PP-18955","Paul Prost","Home Office",44,"United States","Smyrna","Georgia","30080","South","FUR-CH-10004289","Furniture","Chairs","Global Super Steno Chair"
8708,"CA-2014-146815","2014-09-08","2014-09-13","Standard Class","PP-18955","OFF-AR-10003469","3.52",2,"0","1.6896","PP-18955","Paul Prost","Home Office",44,"United States","Smyrna","Georgia","30080","South","OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk"
8709,"CA-2014-119144","2014-11-16","2014-11-18","First Class","JD-16150","TEC-PH-10004188","79.968",4,"0.2","-17.9928","JD-16150","Justin Deggeller","Corporate",37,"United States","Minneapolis","Minnesota","55407","Central","TEC-PH-10004188","Technology","Phones","OtterBox Commuter Series Case - Samsung Galaxy S4"
8710,"CA-2014-119144","2014-11-16","2014-11-18","First Class","JD-16150","FUR-BO-10004015","305.9745",3,"0.15","25.1979","JD-16150","Justin Deggeller","Corporate",37,"United States","Minneapolis","Minnesota","55407","Central","FUR-BO-10004015","Furniture","Bookcases","Bush Andora Bookcase  Maple/Graphite Gray Finish"
8711,"CA-2014-119144","2014-11-16","2014-11-18","First Class","JD-16150","OFF-ST-10000991","344.91",3,"0","10.3473","JD-16150","Justin Deggeller","Corporate",37,"United States","Minneapolis","Minnesota","55407","Central","OFF-ST-10000991","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving."
8712,"CA-2014-105648","2014-03-03","2014-03-07","Standard Class","EJ-14155","FUR-TA-10002958","626.352",3,"0.2","-23.4882","EJ-14155","Eva Jacobs","Consumer",22,"United States","Gulfport","Mississippi","39503","South","FUR-TA-10002958","Furniture","Tables","Bevis Oval Conference Table  Walnut"
8713,"US-2015-145422","2015-12-03","2015-12-07","Standard Class","PW-19240","FUR-BO-10002213","359.499",3,"0.15","-29.6058","PW-19240","Pierre Wener","Consumer",70,"United States","Louisville","Colorado","80027","West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases"
8714,"CA-2017-136623","2017-07-11","2017-07-16","Standard Class","TS-21430","TEC-PH-10000004","71.952",6,"0.2","5.3964","TS-21430","Tom Stivers","Corporate",22,"United States","Los Angeles","California","90045","West","TEC-PH-10000004","Technology","Phones","Belkin iPhone and iPad Lightning Cable"
8715,"CA-2017-136623","2017-07-11","2017-07-16","Standard Class","TS-21430","OFF-BI-10003708","29.8",5,"0.2","9.3125","TS-21430","Tom Stivers","Corporate",22,"United States","Los Angeles","California","90045","West","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1"
8716,"CA-2017-121678","2017-11-16","2017-11-20","Second Class","BM-11650","OFF-BI-10002949","1.824",1,"0.7","-1.3984","BM-11650","Brian Moss","Corporate",48,"United States","New York City","New York","10035","East","OFF-BI-10002949","Office Supplies","Binders","Prestige Round Ring Binders"
8717,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","OFF-AP-10001242","64.384",4,"0.8","-160.96","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","OFF-AP-10001242","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector"
8718,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","FUR-FU-10001424","6.984",2,"0.6","-4.5396","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","FUR-FU-10001424","Furniture","Furnishings","Dax Clear Box Frame"
8719,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","OFF-AR-10003469","11.264",8,"0.2","3.9424","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","OFF-AR-10003469","Office Supplies","Art","Nontoxic Chalk"
8720,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","OFF-PA-10000232","15.552",3,"0.2","5.6376","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","OFF-PA-10000232","Office Supplies","Paper","Xerox 1975"
8721,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","FUR-CH-10000229","379.372",2,"0.3","-119.2312","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","FUR-CH-10000229","Furniture","Chairs","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs"
8722,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","OFF-ST-10002562","67.536",9,"0.2","6.7536","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","OFF-ST-10002562","Office Supplies","Storage","Staple magnet"
8723,"CA-2016-120824","2016-06-12","2016-06-16","Second Class","AW-10930","OFF-BI-10001525","1.524",2,"0.8","-2.667","AW-10930","Arthur Wiediger","Home Office",58,"United States","Aurora","Illinois","60505","Central","OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red"
8724,"US-2016-135209","2016-12-29","2016-12-31","Second Class","MH-17290","OFF-PA-10002986","37.408",7,"0.2","13.0928","MH-17290","Marc Harrigan","Home Office",39,"United States","Los Angeles","California","90036","West","OFF-PA-10002986","Office Supplies","Paper","Xerox 1898"
8725,"US-2016-135209","2016-12-29","2016-12-31","Second Class","MH-17290","OFF-PA-10000143","25.344",6,"0.2","8.8704","MH-17290","Marc Harrigan","Home Office",39,"United States","Los Angeles","California","90036","West","OFF-PA-10000143","Office Supplies","Paper","Astroparche Fine Business Paper"
8726,"CA-2017-148145","2017-03-18","2017-03-23","Standard Class","SW-20275","OFF-AR-10003752","46.2",4,"0","21.252","SW-20275","Scott Williamson","Consumer",35,"United States","Jackson","Mississippi","39212","South","OFF-AR-10003752","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner"
8727,"CA-2015-103870","2015-12-27","2015-12-31","Standard Class","SP-20860","TEC-AC-10002370","4.728",3,"0.2","0.7092","SP-20860","Sung Pak","Corporate",38,"United States","Philadelphia","Pennsylvania","19143","East","TEC-AC-10002370","Technology","Accessories","Maxell CD-R Discs"
8728,"CA-2015-103870","2015-12-27","2015-12-31","Standard Class","SP-20860","FUR-FU-10002030","53.352",3,"0.2","16.0056","SP-20860","Sung Pak","Corporate",38,"United States","Philadelphia","Pennsylvania","19143","East","FUR-FU-10002030","Furniture","Furnishings","Executive Impressions 14 Contract Wall Clock with Quartz Movement"
8729,"CA-2015-103870","2015-12-27","2015-12-31","Standard Class","SP-20860","FUR-BO-10002853","131.104",2,"0.2","8.194","SP-20860","Sung Pak","Corporate",38,"United States","Philadelphia","Pennsylvania","19143","East","FUR-BO-10002853","Furniture","Bookcases","OSullivan 5-Shelf Heavy-Duty Bookcases"
8730,"CA-2015-103870","2015-12-27","2015-12-31","Standard Class","SP-20860","OFF-ST-10002562","22.512",3,"0.2","2.2512","SP-20860","Sung Pak","Corporate",38,"United States","Philadelphia","Pennsylvania","19143","East","OFF-ST-10002562","Office Supplies","Storage","Staple magnet"
8731,"CA-2015-103870","2015-12-27","2015-12-31","Standard Class","SP-20860","TEC-AC-10004227","72.744",7,"0.2","-12.7302","SP-20860","Sung Pak","Corporate",38,"United States","Philadelphia","Pennsylvania","19143","East","TEC-AC-10004227","Technology","Accessories","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card"
8732,"CA-2015-111017","2015-07-31","2015-08-06","Standard Class","SC-20695","OFF-SU-10002573","52.59",3,"0","15.777","SC-20695","Steve Chapman","Corporate",46,"United States","Hialeah","Florida","33012","South","OFF-SU-10002573","Office Supplies","Supplies","Acme 10 Easy Grip Assistive Scissors"
8733,"CA-2017-116988","2017-06-27","2017-06-29","Second Class","PW-19030","OFF-PA-10003848","19.44",3,"0","9.3312","PW-19030","Pauline Webber","Corporate",47,"United States","Richmond","Kentucky","40475","South","OFF-PA-10003848","Office Supplies","Paper","Xerox 1997"
8734,"CA-2017-116988","2017-06-27","2017-06-29","Second Class","PW-19030","FUR-FU-10001290","126.3",3,"0","40.416","PW-19030","Pauline Webber","Corporate",47,"United States","Richmond","Kentucky","40475","South","FUR-FU-10001290","Furniture","Furnishings","Executive Impressions Supervisor Wall Clock"
8735,"CA-2017-116988","2017-06-27","2017-06-29","Second Class","PW-19030","TEC-AC-10003832","1287.45",5,"0","244.6155","PW-19030","Pauline Webber","Corporate",47,"United States","Richmond","Kentucky","40475","South","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone"
8736,"US-2014-169390","2014-02-07","2014-02-10","Second Class","CS-12250","OFF-ST-10001558","64.96",4,"0","9.744","CS-12250","Chris Selesnick","Corporate",59,"United States","Bossier City","Louisiana","71111","South","OFF-ST-10001558","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers"
8737,"CA-2016-168774","2016-09-04","2016-09-09","Standard Class","RP-19855","OFF-ST-10001490","535.41",3,"0","160.623","RP-19855","Roy Phan","Corporate",50,"United States","Kenosha","Wisconsin","53142","Central","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket  Floor Stand"
8738,"CA-2017-161592","2017-04-06","2017-04-10","Standard Class","CS-12175","OFF-BI-10003669","8.1",5,"0.7","-5.94","CS-12175","Charles Sheldon","Corporate",67,"United States","Columbia","Tennessee","38401","South","OFF-BI-10003669","Office Supplies","Binders","3M Organizer Strips"
8739,"US-2017-131961","2017-12-08","2017-12-11","First Class","MJ-17740","OFF-AR-10004441","13.248",4,"0.2","3.6432","MJ-17740","Max Jones","Consumer",40,"United States","Seattle","Washington","98115","West","OFF-AR-10004441","Office Supplies","Art","BIC Brite Liner Highlighters"
8740,"US-2017-131961","2017-12-08","2017-12-11","First Class","MJ-17740","TEC-PH-10001924","83.988",2,"0.4","-20.997","MJ-17740","Max Jones","Consumer",40,"United States","Seattle","Washington","98115","West","TEC-PH-10001924","Technology","Phones","iHome FM Clock Radio with Lightning Dock"
8741,"CA-2016-102498","2016-07-24","2016-07-25","First Class","JG-15160","OFF-AR-10004456","73.2",5,"0","21.228","JG-15160","James Galang","Consumer",37,"United States","Los Angeles","California","90049","West","OFF-AR-10004456","Office Supplies","Art","Panasonic KP-4ABK Battery-Operated Pencil Sharpener"
8742,"CA-2015-113222","2015-11-09","2015-11-09","Same Day","AG-10765","OFF-BI-10001890","10.74",3,"0","5.1552","AG-10765","Anthony Garverick","Home Office",40,"United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets"
8743,"US-2015-144771","2015-10-02","2015-10-04","First Class","CK-12205","FUR-FU-10000629","11.032",1,"0.2","3.0338","CK-12205","Chloris Kastensmidt","Consumer",61,"United States","Philadelphia","Pennsylvania","19120","East","FUR-FU-10000629","Furniture","Furnishings","9-3/4 Diameter Round Wall Clock"
8744,"US-2015-144771","2015-10-02","2015-10-04","First Class","CK-12205","TEC-AC-10002323","53.04",3,"0.2","-4.641","CK-12205","Chloris Kastensmidt","Consumer",61,"United States","Philadelphia","Pennsylvania","19120","East","TEC-AC-10002323","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card"
8745,"CA-2015-162376","2015-11-22","2015-11-25","Second Class","HD-14785","OFF-AR-10003056","17.12",4,"0","4.9648","HD-14785","Harold Dahlen","Home Office",32,"United States","Philadelphia","Pennsylvania","19143","East","OFF-AR-10003056","Office Supplies","Art","Newell 341"
8746,"CA-2015-162376","2015-11-22","2015-11-25","Second Class","HD-14785","OFF-PA-10000300","59.94",3,"0","28.1718","HD-14785","Harold Dahlen","Home Office",32,"United States","Philadelphia","Pennsylvania","19143","East","OFF-PA-10000300","Office Supplies","Paper","Xerox 1936"
8747,"CA-2017-128076","2017-02-02","2017-02-07","Standard Class","BO-11350","FUR-FU-10000293","210.58",2,"0","12.6348","BO-11350","Bill Overfelt","Corporate",46,"United States","Los Angeles","California","90045","West","FUR-FU-10000293","Furniture","Furnishings","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets"
8748,"CA-2017-128076","2017-02-02","2017-02-07","Standard Class","BO-11350","OFF-BI-10003638","30.96",2,"0.2","10.062","BO-11350","Bill Overfelt","Corporate",46,"United States","Los Angeles","California","90045","West","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers"
8749,"CA-2017-128076","2017-02-02","2017-02-07","Standard Class","BO-11350","TEC-MA-10002109","239.984",2,"0.2","38.9974","BO-11350","Bill Overfelt","Corporate",46,"United States","Los Angeles","California","90045","West","TEC-MA-10002109","Technology","Machines","HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax"
8750,"US-2015-163825","2015-06-16","2015-06-19","First Class","LC-16885","OFF-BI-10003527","3050.376",3,"0.2","1143.891","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind"
8751,"US-2015-163825","2015-06-16","2015-06-19","First Class","LC-16885","TEC-PH-10004922","133.98",2,"0","33.495","LC-16885","Lena Creighton","Consumer",31,"United States","Roseville","California","95661","West","TEC-PH-10004922","Technology","Phones","RCA Visys Integrated PBX 8-Line Router"
8752,"CA-2016-105662","2016-05-05","2016-05-09","Standard Class","RB-19465","OFF-PA-10001001","93.248",4,"0.2","31.4712","RB-19465","Rick Bensley","Home Office",18,"United States","Chicago","Illinois","60610","Central","OFF-PA-10001001","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Speed Message  No Reply Area  Duplicate"
8753,"CA-2016-105662","2016-05-05","2016-05-09","Standard Class","RB-19465","TEC-PH-10001198","177.48",3,"0.2","19.9665","RB-19465","Rick Bensley","Home Office",18,"United States","Chicago","Illinois","60610","Central","TEC-PH-10001198","Technology","Phones","Avaya 4621SW VoIP phone"
8754,"CA-2017-152198","2017-09-09","2017-09-10","First Class","JD-16015","OFF-LA-10000443","17.712",6,"0.2","5.9778","JD-16015","Joy Daniels","Consumer",23,"United States","Chicago","Illinois","60610","Central","OFF-LA-10000443","Office Supplies","Labels","Avery 501"
8755,"CA-2017-152198","2017-09-09","2017-09-10","First Class","JD-16015","OFF-BI-10003669","4.86",3,"0.7","-3.564","JD-16015","Joy Daniels","Consumer",23,"United States","Chicago","Illinois","60610","Central","OFF-BI-10003669","Office Supplies","Binders","3M Organizer Strips"
8756,"CA-2017-152198","2017-09-09","2017-09-10","First Class","JD-16015","OFF-BI-10001628","6.258",2,"0.7","-5.215","JD-16015","Joy Daniels","Consumer",23,"United States","Chicago","Illinois","60610","Central","OFF-BI-10001628","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity"
8757,"CA-2016-114307","2016-07-22","2016-07-26","Standard Class","MF-17665","OFF-AP-10002350","37.68",2,"0","10.5504","MF-17665","Maureen Fritzler","Corporate",37,"United States","Toledo","Ohio","43615","East","OFF-AP-10002350","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector"
8758,"CA-2016-114307","2016-07-22","2016-07-26","Standard Class","MF-17665","OFF-PA-10004100","51.84",8,"0","24.8832","MF-17665","Maureen Fritzler","Corporate",37,"United States","Toledo","Ohio","43615","East","OFF-PA-10004100","Office Supplies","Paper","Xerox 216"
8759,"CA-2016-114307","2016-07-22","2016-07-26","Standard Class","MF-17665","FUR-FU-10000794","27.42",3,"0","9.3228","MF-17665","Maureen Fritzler","Corporate",37,"United States","Toledo","Ohio","43615","East","FUR-FU-10000794","Furniture","Furnishings","Eldon Stackable Tray  Side-Load  Legal  Smoke"
8760,"CA-2016-114307","2016-07-22","2016-07-26","Standard Class","MF-17665","OFF-BI-10002012","5.4",3,"0","2.592","MF-17665","Maureen Fritzler","Corporate",37,"United States","Toledo","Ohio","43615","East","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters"
8761,"CA-2016-159891","2016-01-31","2016-02-06","Standard Class","BF-11170","OFF-BI-10003527","1270.99",1,"0","635.495","BF-11170","Ben Ferrer","Home Office",19,"United States","Los Angeles","California","90036","West","OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind"
8762,"CA-2016-159891","2016-01-31","2016-02-06","Standard Class","BF-11170","OFF-EN-10004483","125.36",8,"0","58.9192","BF-11170","Ben Ferrer","Home Office",19,"United States","Los Angeles","California","90036","West","OFF-EN-10004483","Office Supplies","Envelopes","#10 White Business Envelopes 4 1/8 x 9 1/2"
8763,"CA-2016-112578","2016-12-29","2017-01-02","Standard Class","FO-14305","OFF-ST-10003722","14.03",1,"0","4.0687","FO-14305","Frank Olsen","Consumer",22,"United States","New York City","New York","10035","East","OFF-ST-10003722","Office Supplies","Storage","Project Tote Personal File"
8764,"CA-2016-112578","2016-12-29","2017-01-02","Standard Class","FO-14305","OFF-SU-10002557","27.96",2,"0","7.2696","FO-14305","Frank Olsen","Consumer",22,"United States","New York City","New York","10035","East","OFF-SU-10002557","Office Supplies","Supplies","Fiskars Spring-Action Scissors"
8765,"CA-2015-107083","2015-11-21","2015-11-27","Standard Class","BB-11545","OFF-AR-10002257","5.344",2,"0.2","0.7348","BB-11545","Brenda Bowman","Corporate",60,"United States","Houston","Texas","77070","Central","OFF-AR-10002257","Office Supplies","Art","Eldon Spacemaker Box  Quick-Snap Lid  Clear"
8766,"CA-2015-107083","2015-11-21","2015-11-27","Standard Class","BB-11545","OFF-BI-10000756","1.696",2,"0.8","-2.544","BB-11545","Brenda Bowman","Corporate",60,"United States","Houston","Texas","77070","Central","OFF-BI-10000756","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders"
8767,"CA-2015-107083","2015-11-21","2015-11-27","Standard Class","BB-11545","OFF-AP-10004136","24.588",3,"0.8","-67.617","BB-11545","Brenda Bowman","Corporate",60,"United States","Houston","Texas","77070","Central","OFF-AP-10004136","Office Supplies","Appliances","Kensington 6 Outlet SmartSocket Surge Protector"
8768,"CA-2015-107083","2015-11-21","2015-11-27","Standard Class","BB-11545","OFF-BI-10002194","7.98",5,"0.8","-13.167","BB-11545","Brenda Bowman","Corporate",60,"United States","Houston","Texas","77070","Central","OFF-BI-10002194","Office Supplies","Binders","Cardinal Hold-It CD Pocket"
8769,"CA-2015-151722","2015-10-05","2015-10-09","Standard Class","IL-15100","TEC-AC-10000892","288",4,"0.2","57.6","IL-15100","Ivan Liston","Consumer",53,"United States","San Francisco","California","94122","West","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router"
8770,"CA-2016-151148","2016-09-12","2016-09-13","Same Day","PO-19180","TEC-PH-10001870","146.952",3,"0.2","9.1845","PO-19180","Philisse Overcash","Home Office",46,"United States","Chicago","Illinois","60623","Central","TEC-PH-10001870","Technology","Phones","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5"
8771,"CA-2016-151148","2016-09-12","2016-09-13","Same Day","PO-19180","FUR-CH-10002304","83.136",4,"0.2","5.196","PO-19180","Philisse Overcash","Home Office",46,"United States","Chicago","Illinois","60623","Central","FUR-CH-10002304","Furniture","Chairs","Global Stack Chair without Arms  Black"
8772,"CA-2017-115882","2017-09-14","2017-09-17","First Class","DB-13555","OFF-AP-10002534","942.784",4,"0.2","94.2784","DB-13555","Dorothy Badders","Corporate",58,"United States","Jacksonville","Florida","32216","South","OFF-AP-10002534","Office Supplies","Appliances","3.6 Cubic Foot Counter Height Office Refrigerator"
8773,"CA-2017-115882","2017-09-14","2017-09-17","First Class","DB-13555","OFF-PA-10001125","74.352",3,"0.2","23.235","DB-13555","Dorothy Badders","Corporate",58,"United States","Jacksonville","Florida","32216","South","OFF-PA-10001125","Office Supplies","Paper","Xerox 1988"
8774,"CA-2015-132276","2015-02-23","2015-02-28","Standard Class","LC-16960","OFF-AP-10000804","26.88",6,"0","6.72","LC-16960","Lindsay Castell","Home Office",57,"United States","Arlington","Virginia","22204","South","OFF-AP-10000804","Office Supplies","Appliances","Hoover Portapower Portable Vacuum"
8775,"CA-2015-132276","2015-02-23","2015-02-28","Standard Class","LC-16960","OFF-BI-10002982","10.896",2,"0.2","3.8136","LC-16960","Lindsay Castell","Home Office",57,"United States","Arlington","Virginia","22204","South","OFF-BI-10002982","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos"
8776,"CA-2016-163636","2016-12-05","2016-12-09","Second Class","MP-18175","OFF-AR-10001547","3.536",2,"0.2","0.3094","MP-18175","Mike Pelletier","Home Office",34,"United States","Laguna Niguel","California","92677","West","OFF-AR-10001547","Office Supplies","Art","Newell 311"
8777,"CA-2016-102813","2016-07-02","2016-07-03","First Class","EA-14035","FUR-CH-10000665","528.43",5,"0.3","0","EA-14035","Erin Ashbrook","Corporate",61,"United States","Charlotte","North Carolina","28205","South","FUR-CH-10000665","Furniture","Chairs","Global Airflow Leather Mesh Back Chair  Black"
8778,"CA-2016-102813","2016-07-02","2016-07-03","First Class","EA-14035","OFF-PA-10000520","41.472",8,"0.2","14.5152","EA-14035","Erin Ashbrook","Corporate",61,"United States","Charlotte","North Carolina","28205","South","OFF-PA-10000520","Office Supplies","Paper","Xerox 201"
8779,"CA-2017-135377","2017-12-13","2017-12-18","Standard Class","BP-11095","FUR-BO-10004015","287.976",3,"0.2","7.1994","BP-11095","Bart Pistole","Corporate",30,"United States","Peoria","Illinois","61604","Central","FUR-BO-10004015","Furniture","Bookcases","Bush Andora Bookcase  Maple/Graphite Gray Finish"
8780,"CA-2015-165813","2015-03-20","2015-03-22","Second Class","BM-11785","OFF-ST-10004258","29.304",3,"0.2","2.5641","BM-11785","Bryan Mills","Consumer",31,"United States","Columbus","Ohio","43229","East","OFF-ST-10004258","Office Supplies","Storage","Portable Personal File Box"
8781,"CA-2015-133585","2015-03-01","2015-03-04","First Class","CM-12715","OFF-AR-10003696","55.328",2,"0.2","6.2244","CM-12715","Craig Molinari","Corporate",53,"United States","Huntsville","Texas","77340","Central","OFF-AR-10003696","Office Supplies","Art","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop"
8782,"CA-2015-133585","2015-03-01","2015-03-04","First Class","CM-12715","FUR-BO-10001811","1227.9984",6,"0.32","-36.1176","CM-12715","Craig Molinari","Corporate",53,"United States","Huntsville","Texas","77340","Central","FUR-BO-10001811","Furniture","Bookcases","Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors"
8783,"CA-2016-116911","2016-09-15","2016-09-20","Standard Class","JD-16150","OFF-BI-10001249","20.416",4,"0.2","6.6352","JD-16150","Justin Deggeller","Corporate",37,"United States","Minneapolis","Minnesota","55407","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings"
8784,"CA-2016-116911","2016-09-15","2016-09-20","Standard Class","JD-16150","FUR-TA-10003473","1128.39",3,"0","259.5297","JD-16150","Justin Deggeller","Corporate",37,"United States","Minneapolis","Minnesota","55407","Central","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops"
8785,"US-2017-129224","2017-03-17","2017-03-23","Standard Class","AS-10630","OFF-LA-10003190","4.608",2,"0.2","1.6704","AS-10630","Ann Steele","Home Office",54,"United States","Pasadena","Texas","77506","Central","OFF-LA-10003190","Office Supplies","Labels","Avery 474"
8786,"CA-2017-145765","2017-05-28","2017-06-02","Standard Class","CM-11815","TEC-PH-10001305","195.96",5,"0.2","19.596","CM-11815","Candace McMahon","Corporate",28,"United States","Pasadena","Texas","77506","Central","TEC-PH-10001305","Technology","Phones","Panasonic KX TS208W Corded phone"
